text,pengaksesan,transaksi,akun,cs,performa
apkikasi bagus menanggung merchant terbatas pembayaran belanja digunakan toko mesin edc baca kartu atm aplikasi berfungsi secara maksimal menu pembayaran sakuku edc difungsikan aplikasi banking baca simple kebanyakan aplikasi terima kasih,0.0,1.0,0.0,0.0,0.0
apl sengaja uninstall jadi trpaksa install ulang disitulah awal bencananya registrasi ulang disuruh masukkan data nama email tanggal lahir anehnya no handphone isi data benar apl bilang gagal ternyata sms verifikasi dikirim diam belasan kali artinya memotong pulsa rp sms masuk apl pulsa habis sia sia saldo akun sakuku terbang sia sia,0.0,1.0,1.0,1.0,0.0
pastikan data masukkan sesuai data baca upgrade aktivasi plus data sesuai lampirkan sesuai data baca benaran aplikasi sakuku app baca,0.0,0.0,1.0,0.0,0.0
tanya kemarin login sakuku langsung masuk keesokan harinya suruh masukkan data ulang gagal terus login jadinya kira kira terimakasih,1.0,0.0,0.0,0.0,0.0
sms daftar install aplikasi kuota data gb daftar bayar pakai sms registrasi terus tahu fungsinya pastikan rugi kuota download buang buang pulsa registrasi urusan uang penting kalah permainan onlen jalan memaksakan rugi konsumen bos ku,0.0,1.0,0.0,0.0,0.0
awal awalnya bagus kali transaksi oke pas login terus bilangnya sim card sesuai sim card regist pertama kali disuruh reinstall awal sim cardnya ganti ganti copot pasang keadaan handphone asli dirooted sebagainnya diakalin gak mau diuninstall install masalahnya saldonya didalem situ disayangkan satu cara,1.0,1.0,0.0,0.0,0.0
hati aplikasi tanggal mei melakukan transaksi pembelian top up permainan saldo terpotong hitam bukti transaksi aplikasi menjadi korban download aplikasi tuyulnya baca kena tipu tanggal mei tanggal mei nelpon csnya penyelesaian baik ngabisin pulsa,0.0,1.0,0.0,0.0,0.0
topup diamond mobile legend voucher permainan sakuku masuk masuk ya diamond dibantu saldo kepotong loh,0.0,1.0,0.0,0.0,0.0
sakuku keren banget pertama lounching langsung instal rencana kedepanya beli pecel ayam pakai sakuku jadi perlu siapin recehan sayang rencana gagal sakuku tenggelam banding ovo gopay dana shopeepay,0.0,1.0,0.0,0.0,0.0
verifikasi sms gagal terus sms terkirim tampilan kurang bagus waktu jaman sekolah tampilan nilai,0.0,0.0,1.0,0.0,0.0
hati hati aplikasi instal baik urungkan aplikasi merugikan isi saldo masuk pas bayar barang dibeli statusnya terbayar apliksi buruk pakai,0.0,1.0,0.0,0.0,0.0
tiba log out aneh tombol login masa registrasi registrasi udah sms kali pulsa tetap kepotong,1.0,1.0,0.0,0.0,0.0
sayangnya gak promo menarik commerce uninstall gak promo menarik top up via baca gak minimarket,0.0,1.0,0.0,0.0,0.0
beli pulsa tsel trtulis gagal saldo berkurang gagal saldo berkurang meminta dperbaiki aplikasiny aplikasinya bagus lengkp sepele pulsa hilang,0.0,1.0,0.0,0.0,0.0
aplikasi mnggu keluar terus aplikasi sakuku payah masa login daftar masuk muncul handphone terkoneksi internet koneksi internet masa dftar buang buang pulsa sms login sakuku,1.0,1.0,0.0,0.0,0.0
terimakasih dipulangkan uang waktu kedepannya aplikasi cs langsung melaporkan masalah butuh bantuan direspon cepat semoga kedepannya baik terimakasih,0.0,1.0,0.0,1.0,1.0
copot pulsa mahal masak pulsa tri nominal harga ribu maaf customer kurang nyaman orang beli ribu minim ribu beli alasannya uninstall,0.0,1.0,0.0,0.0,0.0
terpaksa ihklasin uang terpotong masuk pulsa telpon isi pulsa terus terpotong udah konfirmasi by telpon proaea udah pakai aplikasinya menyesal terpaksa uninstall tanggal masuk,0.0,1.0,0.0,1.0,0.0
nnya memakai saku ku alhamdukilah sakuku plus tanya simpan uang aman terus log out terus pas loggin duit gimana hilang bagus menurut bingung heheh,0.0,1.0,0.0,0.0,0.0
kurang lengkap menu untuk beli token pln untuk beli pulsa telekomunikasi minimal rp rp sakuku terdaftar metode bayar bukalapak lazada tokopedia toko onlen lainya,0.0,1.0,0.0,0.0,0.0
bingung gagal registrasi sms verifikasi gagal terus tahunan terdaftar jadi sakuku plus handphone kereset masuk sim tunggal nomor handphone email uninstal download berkali kali bantuanya saldonya,0.0,0.0,1.0,1.0,0.0
registrasi install ulang kirim sms gagal menurut cs akun ku aktif pakai pakai kartuhalo telkomsel kuota pulsa masalah posisi kartu sim,0.0,1.0,1.0,1.0,0.0
transaksi denga kode qr keterangan gagal mutasi saldo terpotong bukti transfer,1.0,1.0,0.0,0.0,0.0
keluhan saku ku kemarin tanggal mei pertama kali pakai saku ku untuk beli makanan bakmi gm emporium pluit rp ribu akun sakuku diskon cek sistim sakuku kembalikan diskon akun sakuku kutunggu diskon,0.0,1.0,1.0,0.0,0.0
saran app sakuku untuk menambahkan fitur transfer bank transfer bank bri mandiri bank sinarmas maybank bni memudahkan pengguna sakuku transfer bank,0.0,1.0,0.0,0.0,0.0
kali bermasalah pertama hang meminta update habis update uang hilang ribu lapor baca suruh lewat telpon via halobca id suruh tunggu moga terus tahun tetap saldo balik punya istri ribu trf via sakuku rek baca saldo terpotong uang masuk pergi cs katanya aplikasi baca menanggung menanggung dibikin aplikasinya,0.0,1.0,0.0,1.0,0.0
jujur kecewa banget aplikasi sakuku sekelas baca masa memberikan promo benar katanya promo tanggal juli des diskon untuk pembelian tiket menonton bioskop bookmyshow coba pas banget tanggal juli jam pesan tiket bookmyshow bayar pakai sakuku hasilnya bodoh taunya diskon semacem cashback masa kuota tiket langsung ludes skrngpun pemberitahuan promo bagian news sakuku tiba hilang kecewa banget sumpah,0.0,1.0,0.0,0.0,0.0
sayang banget untuk akses menu haruskan untuk pembuatan akun sakuku plus terus bedanya mobile banking membutuhkan gambar scan qr untuk nama merchant update nama akun berubah mejadi nama sesuai data bank jadi anggap gagal aplikasi terimakasih,0.0,0.0,1.0,0.0,0.0
aplikasi bagus ya isi pulsa tiga kali berturut turut saldo kepotong,0.0,1.0,0.0,0.0,0.0
registrasi top up saldo saldonya ganti handphone log registrasi regist pakai nomer gagal terus masa isi data ingat detailnya disayangkan nomor email aktif notifikasi sms email daftar fitur minimal log lupa pasword perlu hubungin cs aplikasi dikembangkan masalah,0.0,1.0,0.0,1.0,0.0
saldo tempo terpotong gagal isi pulsa alhamdulillah kembali isi pulsa no telkomsel mengalami kegagalan koreksi kembali telepon halo baca pulsa keluar besar saldo terpotong gratis semoga jadi masukan positif untuk meningkatkan layanan baca aplikasi sakuku,0.0,1.0,0.0,0.0,0.0
selamat malam melakukan belanja oflen via alfama saldo sakuku terpotong tetap membayar menggunakan uang cash menurut kasir transaksi menggunakan saldo sakuku gagal alhasil membayar menggunakan uang cash saldo sakuku terpotong bantuannya untuk merefund saldo teimakasih,0.0,1.0,0.0,0.0,0.0
tanya semalam isi pulsa nominal ribu pertama gagal coba gagal semalam lihat saldo berkurang barusan lihat ternyata saldo berkurang pulsa masuk bgaimana solusi,0.0,1.0,0.0,0.0,0.0
pakai gak masalah isi pulsa aplikasi masuk keterangan maaf ponsel melakukan registrasi sakuku hubungi halo baca telfon halo baca habis pulsa katanya sistem masalah suruh coba terus kedepan suruh hubungin habisin pulsa coba caranya,0.0,1.0,0.0,1.0,0.0
halo baca topup ribu dibelikan pulsa ribu pertama ket sistem gagal saldo tetap terpotong pulsa masuk tes awalnya percaya tes ribu tetap seprti kembalikan saldo ribu memikirkan dosa,0.0,1.0,0.0,0.0,0.0
aplikasi bank terbesar sesimpel ovo gopay form login aneh regist petunjuk cara topup aplikasi suruh google top up bank baca masalah salah topup terselesaikan cara penyeselaian tryout the point dipush berkali kali lewat socmed ditindak lanjuti serius,1.0,1.0,0.0,0.0,0.0
saran topup sakuku lewat atm terbatas atm baca mobile banking baca bank exclusive untuk baca promo vocher shoopepay menarik,0.0,1.0,0.0,0.0,0.0
melakukan transfer rekening baca terjadi saldo terpotong dana masuk rekening lakukan pengaduan pulsa habis keluhan respon rugi aplikasi percaya nama besar bank kenyataanya jauh harapkan silakan tanggapin,0.0,1.0,0.0,1.0,0.0
kemarin daftar sakuku handphone diservis rusak aplikasi hapus instal ulang sakuku daftar lupa memasukkan data soalnya dibuatkan teman mengakses akun kembali,0.0,0.0,1.0,0.0,0.0
pengguna sakuku plus daftar sakuku memberikan informasi data sesuai data gunkan masuk kembali tertulis data gunakan terdaftar silakan isi data gimana ya kartu rekening baca gunakan mendaftar gunakan min ya masalahnya top up cara transfer rekening terpaut,0.0,1.0,0.0,0.0,0.0
semalam top up sakuku rek baca saldo sakuku bertambah rekening berkurang telpon halo baca rugi pulsa bilang cek kembali jam atas jam lewat bolak balik cek bertambah saldo sakuku heddeh sialan,0.0,1.0,0.0,1.0,0.0
sakuku memuaskan aplikasi membantu untuk transfer belanja promonya pokoknya sakuku baca is the best baca senantiasa sisi,0.0,1.0,0.0,0.0,0.0
saldo awalnya beli pulsa aplikasi sakuku transaksi pertama gagal coba tetap gagal saldo terpotong pulsa masuk proses proses jadi takut pakai aplikasi sakuku,0.0,1.0,0.0,0.0,0.0
tanggal september topup sakuku lewat mbanking teman laporan mbanking berhasil saldo sakuku bertambah pikir error ya sudah tunggu jam eh bertambah lari kemana duit tahu pokoknya duit balik kapok topup sakuku aman,0.0,1.0,0.0,0.0,0.0
hati menggunakan aplikasi baca sakuku transfer sakuku nmrnya aktif digunakan pihak baca mengembalikan saldo udah terpotong dana masuk celengan tuyul baca udah hubungi halo baca pulsa habis mengurusi uang hilang nomor rek baca sakuku dibuat id laporan membantu,0.0,1.0,0.0,0.0,0.0
tranfer lewat mbank baca sakuku uang masuk sakuku ya kira aman pakai sakuku mutasi baca tf sakuku jadi takut respon uangnya nyangkut kemana bilang telepon baca pakai pulsa woy tlpnya malesin masuk akal dikira dompet nyata hilang duit dompet digital hilang duit keamanannya,0.0,1.0,0.0,1.0,0.0
aplikasi promo merchant promo maksimal dibatas maks diskon aneh promo meminta upgarde terus aplikasi jarang transaksi,0.0,1.0,0.0,0.0,0.0
registrasi login susah awal download punya akun sakuku solusinya baca udah pakai sim pulsa ribu jaringan internet lancar terpenuhi syarat registrasi bintang udah jadi benar akun ku terima kasih,1.0,1.0,1.0,0.0,0.0
ribet min instal aplikasi kayak sebelah aplikasi rekening ponsel banking top up via minimarket min kayak sebelah berhub banknya jauh nabung top up rekponsel minimarket rek ponsel trf rek biaya lumayan menghemat adm transfer masa kalah sebelah,0.0,1.0,0.0,0.0,0.0
maaf tanya pengguna sakuku rubah pin responnya reinstall reinstal tampilan isi log kirim sms sms terkirim bantuannya nomor paket data punya pulsa,1.0,1.0,0.0,0.0,0.0
kalo transfer rek bank gratis murah biayanya pakai terus bagus jadi alat pembayaran minimarket toko onle tokopedia bukalapak dan lain-lain,0.0,1.0,0.0,0.0,0.0
komen registrasi otp ponsel baca dual simcard simcard digunakan registrasi sim aplikasi diperuntukkan handphone root jailbreak memakai aplikasi perasaan error masalah aman terima kasih baca,1.0,0.0,0.0,0.0,0.0
registrasi sakuku kantor cabang baca terdekat pakai hapus aplikasi download ulang ternyata registrasi registrasi nomor handphone punya caranya log akun terdaftar registrasi,0.0,0.0,1.0,0.0,0.0
pakai sakuku nanggung saldo mengendap baca membuat aplikasi serba jelas promo diskon relasi merchant jarang kalah jauh dibandingkan aplikasi ovo dana pas ultah baca kemarin katanya dipakai baskin robbins dipakai dibilang aplikasinya error tidak tahu maunya baca membuat aplikasi,0.0,1.0,0.0,0.0,0.0
saldo rp dibuat transaksi merchant qr declined parah dibuat transfer rp rekening baca katanya saldo cukup why developer diperbaiki,0.0,1.0,0.0,0.0,0.0
beli pulsa kali satu masuk kedua masuk mengurangi saldo sakuku menghubungi halo baca via telpon nelponnya pulsa habis jadi niatnya beli pulsa kehilangan pulsa min,0.0,1.0,0.0,1.0,0.0
nasabah bank baca download app jujur faham penggunaan isi saldo gimana terimakasih,0.0,1.0,0.0,0.0,0.0
kali transfer sakuku rekening baca nyangkut status transfer berhasil dana masuk rekening uang gunakan keperluan sehari penanganan infonya,0.0,1.0,0.0,0.0,0.0
limit sakuku juta ya max juta bberapa atas juta senang baca transaksi mudah terima kasih atas kmudahan transaksi,0.0,1.0,0.0,0.0,0.0
aplikasi banking kurang bagus upgrade os nougat oreo pakai telepon bilang handphone upgrade pakai saku ku sok suck,0.0,0.0,1.0,0.0,0.0
saran tambahkan setor tunai isi saldo sakuku indomaret alfama pengguna non nasabah baca pakai app full service datang kantor cabang baca cukup foto ktp selfie bayar belanjaan ecommerce transfer dana bank tambahkan menu investasi emas reksadana,0.0,1.0,1.0,0.0,0.0
simpel bebas biaya administrasi top up rekening baca transfer baca biaya administrasi saran kerja merchannya tambahan fitur pembayaran lengkap token listrik voucher permainan beragam bersaing dompet digital kembangkan terus,0.0,1.0,0.0,0.0,0.0
aplikasi aktif ponsel ganti ponsel instal aplikasi disaat kirim sms untuk verifikasi gagal pulsa kuota penyebabnya kirim sms verifikasi hubungi halo baca pakai pulsa,0.0,1.0,1.0,0.0,0.0
mengecewakan beli pulsa ribu ket gagal saldo kepotong telepon halo baca suruh menunggu habis pulsa ribu kejelasan hati pakai transaksi kecuali transfer tarik tunai dipermudah untuk customer servicenya telepon untuk komplain lewat email telepon,0.0,1.0,0.0,1.0,0.0
sakuku mulai tolol awal lancar beli pulsa kali transaksi gagal saldo sakuku terpotong telepon halo baca kali konfirmasi data nasabah jawab sebenar pas menunggu konfirmasi data sakuku telepon terputus buang pulsa doang,0.0,1.0,0.0,0.0,0.0
kembalikan uang ku baca aplikasi penipu mengira bahi hadiah ngatau kekirim baca malu,0.0,1.0,0.0,0.0,0.0
instal sakuku kali notifikasi card sim teregistrasi reinstal kartu sim dipindah coba reinstal daftarin gagal sms verifikasi gagal no aktif no dipakai pulsa masa aktifnya panjang saldo,0.0,1.0,1.0,0.0,0.0
berkali kali telepon halobca kali laporan hasil masuk mutasi saldo bertambah kali mengunakan ewalet kira baca menyelesaikan ternyata kecewa,0.0,1.0,0.0,0.0,0.0
aplikasi terpasang registrasi coba registrasi ulang sesuai prosedur tetap notifikasi sms dikirim berkali kali bilang nomor aktif pulsa solusi,0.0,1.0,0.0,0.0,0.0
mas akun sakuku tersangkut atm terus login disuruhnya menggunakan data sesuai dibuat lupa mas datanya pakai nomor telepon mas uang nyangkut kira solusinya mas,1.0,1.0,1.0,0.0,0.0
aplikasinya bagus transfer pengguna sakuku mudah fitur tarik tunai kartu atm mencegah skimming thank baca mantap teruslah berkarya bangsa kepuasan nasabah,0.0,1.0,0.0,0.0,0.0
salah karyawan baca nasabah baca sakuku flazz kegunaannya berbeda bayar tol busway kereta commuterline silakan gunakan flazz belanja makan restoran beli pulsa beli tiket hiburan kegunaan sakuku membawa uang tunai baca menawarkan produk keuangan berbeda untuk segmen kebutuhan masyarakat berbeda,0.0,1.0,0.0,0.0,0.0
memakai sakuku akun sakuku saldonya ganti handphone no handphone email data handphone os keatas gagal registrasi untuk masuk akun bantuannya solusinya masuk akun kembali disitu saldonya,0.0,0.0,1.0,1.0,0.0
admin saran masukan untuk aktivasi akun sakuku plus langsung video call terus memegang foto ktp jadi cepat aktif akun langsung pakai transaksi belanja onlen untuk mengaktifkannya datang kecabangan bank bcanya cs mengaktifkan coba deh ide masukan coba dipakai aplikasi sakuku plusnya min cepat pelanggan download,0.0,1.0,1.0,1.0,1.0
aplikasi sakuku gak tulisan maaf ponsel melakukan registrasi sakuku hubungi halo baca nomor terdaftar sakuku update terbaru update selesai login gak isa simcard sim pulsa reguler internet jaringan full handphone root,1.0,1.0,0.0,0.0,0.0
awalnya login telepon halo baca mengikuti instruksinya gagal komen teris coba sesuai dinfokan waktu telepon halo baca berhasil login terima,1.0,0.0,0.0,0.0,0.0
aplikasi salah gunakan orang untuk menipu memudahkan meregestrasi akun rekening menipu orang,0.0,0.0,1.0,0.0,0.0
pengguna sakuku plus semalem promo cashback untuk merchant baik onlen oflen posting tanggal desember pas melakukan transaksi semalm jam an transaksi pertama memakai sakuku eh cashback iklannyapun hilang kecewa jadi kapok transaksi sakuku,0.0,1.0,0.0,0.0,0.0
mengirim saldo propana sakuku jawaban no tujuan salah nomer handphone benar,0.0,1.0,0.0,0.0,0.0
pembelian pulsa masuk saldo potong kemarin konfirmasi cs jam transaksi inbox bukti transaksi pembelian pulsa solusi konfirmasi provider bukti transaksi jadi bingung respon alhamdulillah respon ket koreksi menu uang pembelian pulsa failed kembalikan terimakasih admin,0.0,1.0,0.0,1.0,0.0
fuh terulang transaksi blibli gagal saldo terpotong dimenu sakuku bukti transaksi informasi mutasi bukti transaksi njur mbulet email chat whatsapp call center malas,0.0,1.0,0.0,1.0,0.0
transfer saldo bertambah disuruh telepon cs giliran telepon suruh hubungin cs sakuku no cs sakuku suruh hubungin terus kemana hubungin sakuku saldo bertambah,0.0,1.0,0.0,1.0,0.0
memakai sakuku baca pertama kali pertemukan transaksi gagal bingung mengatasinya jelaskan,0.0,1.0,0.0,0.0,0.0
habis isi pulsa ribu kali terpotong ribu nomor tujuan pulsa masuk jadi ubdah bintang masalah selesai,0.0,1.0,0.0,0.0,0.0
ponsel melakukan registrasi handphone root uang terlanjur tranfer sakuku aplikasi dana ovo mbca lancar dibantu min suruh nelpon halo baca nelponya gratis tidak apa-apa terimakasih,0.0,1.0,0.0,0.0,0.0
situap masalah hubungi halo baca bangkrut telpon nihil hasil dibanding aplikasi tetangga jauh aplikasi tetangga masalah diselesaikan aplikasi,0.0,0.0,0.0,1.0,0.0
pas registrasi muter terus tinggal disuruh login pas login sengaja klik ingat pemilihan terus sengaja klik bolehkan terus registrasi smsnya kekirim jadi tidak bisa pakai sakuku cara,1.0,0.0,0.0,0.0,0.0
terpaksa bintang kejadiannya pengguna transaksi blibli transaksi gagal saldo terpotong email halobca whatsapp baca solusinya call center weleh ribet men malas,0.0,1.0,0.0,1.0,0.0
pas handphone dimatikan login uninstal instal regis sms notif pulsa mengeluh pulsa cukup diperbaiki kalah ovo pay by qr simobi lancar jaya,1.0,1.0,0.0,0.0,0.0
gak kirim sms gagal veryfikasi pulsa gak kirim sms untuk daftar jelaskan,0.0,1.0,0.0,0.0,0.0
akun saldonya ribu hilang awalnya pakai handphone akun eh pas ganti handphone suruh registrasi tidak bisa login aduh mengecewakan,1.0,0.0,1.0,0.0,0.0
merubah posisi simcard araupun koneksi internet setingan data handphone berlaku untuk mbca registrasi kirim sms kali digunakan saldo no handphone terdaftar sakuku,0.0,1.0,0.0,0.0,0.0
fiturnya kurang lengkap transfer walet bagusan rekening ponsel tranfer kemana bayar apapun,0.0,1.0,0.0,0.0,0.0
parah pengen tarik tunai loading login internet lancar sinyalnya tahu orang butuh duit perbaiki masalah jaringan,1.0,0.0,0.0,0.0,0.0
malam bos semalam isi pulsa telkomsel pakai sakuku smalam telkomsel gangguan pulsa masuk saldo berkurang gimana solusi bos,0.0,1.0,0.0,0.0,0.0
maaf bintang pakai tulisan sim card beda hapus aplikasi daftar ulang masuk akun kejadian otomatis masuk pakain pin langsung masuk seribet,1.0,0.0,1.0,0.0,0.0
aplikasi tuyul uang hilang kemana top up rek sakuku saldo bertambah hilang tanggung jawab sialan,0.0,1.0,0.0,0.0,0.0
dear baca sekedar informasi promo promo sebaiknya beritahu lewat notifikasi email membuka aplikasi terus harinya orang super sibuk harinya jadi waktu untuk membuka aplikasi harinya atas perhatiannya ucapkan terima,0.0,0.0,0.0,1.0,0.0
kecewa sakuku transaksi gagal saldo tetap terpotong hubungi cs gak bantu katanya suruh menelepon pihak baca keluar uang menelepon kecewa deh pokoknya,0.0,1.0,0.0,1.0,0.0
kalo teman kirim uangbke aplikasi lewat indomagmn potonganya caranya ambil gimana biaya admin terimakasih,0.0,1.0,0.0,0.0,0.0
beli pulsa masuk aplikasi sakuku dana terpotong hubungi berkaitan tunggu jam tiada masuk solusinya urgent response admin,0.0,1.0,0.0,0.0,0.0
terdaftar sakuku mengganti handphone no registrasi handphone sms terkirim terus pulsanya pilihan login pilihan registrasi,1.0,0.0,0.0,0.0,0.0
admin perbaiki isi pulsa gagal terus kali isi pulsa gagal uang potong kecewa banget kayak,0.0,1.0,0.0,0.0,0.0
melakukan tranksaksi transfer transfer keluar transaksi gagal rekening melakukan transaksi tahu bagaiman cara mengatasi,0.0,1.0,0.0,0.0,0.0
bantuan untuk aplikasi dipakai untuk menyimpan uang dikirim aplikasi cashback potongan uang aplikasi travel gitu terimakasih,0.0,1.0,0.0,0.0,0.0
rupiah ambil sakuku banget komplain masalah pulsa masuk uang kesedot termasuk ngalamin perlu kumpulin komplainan perbaikan menunggu tinggalkan perbaiki,0.0,1.0,0.0,0.0,0.0
sakuku suruh periksa koneksi internet pakai wifi coba pakai data pribadi terus disuruh pakai versi terbaru updgrade versi terbaru uang disitu,0.0,1.0,0.0,0.0,0.0
aplikasi gak bermutu pilihan menu gak jelas masa log out gak mesti hapus data aplikasi terus log ulang mesti isi data terus untuk verifikasi mesti kena pulsa recommended pakai aplikasi gak perlunya,0.0,1.0,1.0,0.0,0.0
sakuku transfer sakuku plus terus beli pulsa simpati gagal ribuan saldo berkurang benahi kualitas,0.0,1.0,0.0,0.0,0.0
ganti handphone download sakuku masuk akun register kirim sms register masuk aneh aplikasi punya akun perlu register tinggal sign pilihan sign solusinya,1.0,0.0,1.0,0.0,0.0
transaksi gagal saldo terpotong beginih tahu saldo balik pertama hilang juta ribu hadeh,0.0,1.0,0.0,0.0,0.0
suka aplikasi sakuku salah pasword terus pencet registrasi ulang pas registrasi saldonya jadi hilang udah lapor pihak baca katanya uang hangus datanya uang pulihkan benar jelas baca,0.0,1.0,0.0,0.0,0.0
ok kecuali cara top up susah wallet indonesia pengembangan sakuku setengah hati dikembangkan potensi bagus nama baca,0.0,1.0,0.0,0.0,0.0
kembalikan uang laporan kehilangan handphone ganti handphone nomor login sakuku saldo jadi nol keamanan laporan halo baca untuk blokir urus knapa jadi nol aktifin kantor cabang lho mengecewakan mengecewakan saldo sakuku lho mengurusi kambalikan uang potongan terima,1.0,1.0,0.0,0.0,0.0
gak masuk gara lupa pin ulang masuk register terus kirim sms berulang tetap gak intinya lupa waktu register seblumnya tolg solusinya bosku uang dalamnya,1.0,1.0,0.0,0.0,0.0
min registrasi gagal terus coba kali pulsa kepotong terus bantu min,0.0,1.0,0.0,0.0,0.0
kecewa banget uang hilang juta alasan penginputan salah masukkan nomor handphone saldo kembali saldo bodoh,0.0,1.0,0.0,0.0,0.0
kecewa full membeli pulsa lewat sakuku masuk detik email hubungi kirim bukti masuk pulsa beli,0.0,1.0,0.0,1.0,0.0
bahaya aplikasi instal saldo jadi nol riwayat transaksi pakai nomor rawan auto hangus ckckck,0.0,1.0,0.0,0.0,0.0
aplikasi anggap bantu tarik uang aplikasi mudah berbelit belitt proses dana ambil hasil perusahaan jaalifestyle eehhaa,0.0,1.0,0.0,0.0,0.0
bagus praktis mudah gampang transaksi sakuku dantranfer gmpang norek baca isi identitas sinkron data rek baca,0.0,1.0,0.0,0.0,0.0
kecewa atas aplikasi sakuku tranfer masuk rekening tujuan saldo sakuku berkurang pas laporan cabang baca suruh laporan sehabis suruh cabang perbaiki aplikasi customer merasa puas aplikasi sakuku terimakasih,0.0,1.0,0.0,0.0,0.0
gagal masuk berulang kali sms verifikasi gagal pengiriman sms berhasil diterima kembali aplikasi sakuku loading masuk keterangan sms verifikasi gagal kirim ulang terima sms klik lanjut dibantu coba handphone xiaomi kartu simpati telkomsel,0.0,0.0,1.0,0.0,0.0
kecewa aplikasi pembelian voucher permainan berhasil pengembalian dana telepon pihak baca tetap uang dikembalikan hitam beli kunjung terima kasih aplikasi tipu uang orang,0.0,1.0,0.0,0.0,0.0
tambah jelas isi pulsa sakuku saldo berkurang pulsa masuk terus kemana lari saldo penjela an cara cari keuntungan bos,0.0,1.0,0.0,0.0,0.0
promo sayang bulan terakhir bayar belanja alfamidi kebon jeruk masalah gagal coba pagi siang sore untuk promo tanggal waktu pakai sakuku masalah pakai sakuku plus bayar transaksi informasi permasalahan,0.0,1.0,0.0,0.0,0.0
apl sengaja uninstall jadi trpaksa install ulang disitulah awal bencananya registrasi ulang disuruh masukkan data nama email tanggal lahir anehnya no handphone isi data benar apl bilang gagal ternyata sms verifikasi dikirim diam belasan kali artinya memotong pulsa rp sms masuk apl pulsa habis sia sia saldo akun sakuku terbang sia sia,0.0,1.0,1.0,1.0,0.0
aplikasi registrasi jadi orang register pakai kartu pasca bayar memakai sim card handphone root jailbrek jaringan ok ditempatkan slot sim balasannya bermutu memberikan informasi akurat terima,1.0,0.0,0.0,0.0,0.0
